Certificate,Date,Shape,Carat,Color,Clarity,Cut,Polish,Symmetry,Fluorescence,Table %,Depth %,Price,Discount %,Final Price
"760509626","24/12/2025","OVAL","1.97","E","VVS 2","Ex","Ex","Ex","N","61%","61.7%","24428.00","2.98","23700.05"
